"pid","ATE"
1,1.00024968072966
2,1.24983527513708
3,1.49953107852261
4,1.75003276664225
5,1.99936288228398
6,0.999860483544519
7,1.32738740423468
8,1.87525892694289
9,2.73572994044794
10,4.00113487483008
